Date,Marketing_Channel,Campaign,Ad_Spend,Impressions,Clicks,Website_Visitors,New_Customers,Revenue,Conversion_Status
7/21/2026,Facebook Ads,Summer Sale,165,17000,493,415,2,210,Converted
7/21/2026,TikTok Ads,Premium Collection,420,47000,2303,1730,1,105,Converted
7/21/2026,Instagram Ads,New Arrivals,115,12000,480,420,6,660,Converted
7/21/2026,Email,Casual Shoes,26,2200,180,162,8,920,Converted
7/22/2026,Google Ads,Summer Sale,315,32500,1300,1155,14,1680,Converted
7/22/2026,TikTok Ads,New Arrivals,440,49000,2205,1660,1,100,Converted
7/22/2026,Instagram Ads,Premium Collection,215,21000,735,640,7,910,Converted
7/22/2026,Facebook Ads,Running Shoes,180,18500,499,422,2,220,Converted
7/22/2026,Email,Summer Sale,38,3200,262,240,12,1380,Converted
7/23/2026,Google Ads,Premium Collection,285,28000,1260,1120,13,1625,Converted
7/23/2026,TikTok Ads,Summer Sale,465,48500,2667,2000,0,0,Not Converted
7/23/2026,Facebook Ads,Premium Collection,310,30000,810,695,3,330,Converted
7/23/2026,Instagram Ads,Casual Shoes,122,12600,516,450,7,770,Converted
7/23/2026,Email,New Arrivals,34,2800,232,210,9,1035,Converted
7/24/2026,Google Ads,Casual Shoes,195,20000,1000,890,11,1265,Converted
7/24/2026,TikTok Ads,Running Shoes,350,38500,1771,1320,1,85,Converted
7/24/2026,Facebook Ads,Casual Shoes,128,13800,372,318,1,105,Converted
7/24/2026,Instagram Ads,Running Shoes,172,17800,676,580,8,960,Converted
7/24/2026,Email,Premium Collection,54,4300,352,322,15,1875,Converted
7/25/2026,Google Ads,New Arrivals,240,25000,1150,1025,13,1430,Converted
7/25/2026,TikTok Ads,Casual Shoes,330,36000,1620,1220,1,110,Converted
7/25/2026,Facebook Ads,New Arrivals,175,18000,468,398,2,210,Converted
7/25/2026,Instagram Ads,Summer Sale,220,22500,945,820,10,1150,Converted
7/25/2026,Email,Running Shoes,30,2500,205,186,9,1035,Converted
7/26/2026,Google Ads,Running Shoes,220,23000,1150,1020,14,1680,Converted
7/26/2026,TikTok Ads,Premium Collection,425,46500,2185,1640,0,0,Not Converted
7/26/2026,Facebook Ads,Summer Sale,185,19500,546,460,2,220,Converted
7/26/2026,Instagram Ads,New Arrivals,120,12500,512,448,7,805,Converted
7/26/2026,Email,Casual Shoes,25,2100,172,155,8,880,Converted
7/27/2026,Google Ads,Summer Sale,330,34000,1360,1210,15,1800,Converted
7/27/2026,TikTok Ads,New Arrivals,410,44500,2002,1510,1,90,Converted
7/27/2026,Facebook Ads,Running Shoes,180,18500,499,422,2,200,Converted
7/27/2026,Instagram Ads,Premium Collection,230,22500,787,690,7,910,Converted
7/27/2026,Email,Summer Sale,42,3600,298,272,14,1610,Converted
7/28/2026,Google Ads,Premium Collection,295,29000,1305,1160,14,1750,Converted
7/28/2026,TikTok Ads,Summer Sale,440,47000,2350,1770,1,115,Converted
7/28/2026,Facebook Ads,Premium Collection,325,31500,850,725,3,345,Converted
7/28/2026,Instagram Ads,Casual Shoes,130,13500,553,482,8,880,Converted
7/28/2026,Email,New Arrivals,40,3300,272,250,11,1265,Converted
7/29/2026,Google Ads,Casual Shoes,205,21000,1050,935,13,1495,Converted
7/29/2026,TikTok Ads,Running Shoes,380,42000,1932,1440,0,0,Not Converted
7/29/2026,Facebook Ads,Casual Shoes,145,15500,418,355,1,110,Converted
7/29/2026,Instagram Ads,Running Shoes,190,19500,741,640,9,1080,Converted
7/29/2026,Email,Premium Collection,46,3800,312,286,13,1625,Converted
7/30/2026,Google Ads,New Arrivals,220,23000,1058,940,11,1210,Converted
7/30/2026,TikTok Ads,Casual Shoes,340,37000,1665,1260,1,95,Converted
7/30/2026,Facebook Ads,New Arrivals,170,17500,455,388,2,210,Converted
7/30/2026,Instagram Ads,Summer Sale,210,21500,903,785,9,1035,Converted
7/30/2026,Email,Running Shoes,27,2250,184,168,8,920,Converted
7/31/2026,Google Ads,Running Shoes,230,23800,1190,1060,15,1800,Converted
7/31/2026,Facebook Ads,Summer Sale,165,17000,493,415,2,210,Converted
7/31/2026,TikTok Ads,Premium Collection,415,47000,2303,1740,1,105,Converted
7/31/2026,Instagram Ads,New Arrivals,110,11500,460,400,6,660,Converted
7/31/2026,Email,Casual Shoes,28,2300,188,170,8,920,Converted
8/1/2026,Google Ads,Running Shoes,215,23000,1150,1020,14,1680,Converted
8/1/2026,Facebook Ads,Summer Sale,150,15500,450,380,2,210,Converted
8/1/2026,TikTok Ads,Premium Collection,390,45500,2229,1680,0,0,Not Converted
8/1/2026,Instagram Ads,New Arrivals,100,10500,420,365,5,550,Converted
8/1/2026,Email,Casual Shoes,28,2300,188,170,8,920,Converted
8/2/2026,Google Ads,Summer Sale,320,33000,1320,1170,14,1680,Converted
8/2/2026,TikTok Ads,New Arrivals,430,48000,2160,1620,1,100,Converted
8/2/2026,Instagram Ads,Premium Collection,220,21500,752,655,7,910,Converted
8/2/2026,Facebook Ads,Running Shoes,185,19000,513,432,2,220,Converted
8/2/2026,Email,Summer Sale,38,3300,270,248,13,1495,Converted
8/3/2026,Google Ads,Premium Collection,290,28500,1282,1140,13,1625,Converted
8/3/2026,TikTok Ads,Summer Sale,480,50000,2750,2080,1,120,Converted
8/3/2026,Facebook Ads,Premium Collection,310,30000,810,690,3,345,Converted
8/3/2026,Instagram Ads,Casual Shoes,125,12800,524,455,7,770,Converted
8/3/2026,Email,New Arrivals,32,2700,224,202,9,1035,Converted
8/4/2026,Google Ads,Casual Shoes,195,20000,1000,890,12,1380,Converted
8/4/2026,TikTok Ads,Running Shoes,365,40500,1863,1390,0,0,Not Converted
8/4/2026,Facebook Ads,Casual Shoes,130,14000,378,322,1,105,Converted
8/4/2026,Instagram Ads,Running Shoes,180,18500,703,605,8,960,Converted
8/4/2026,Email,Premium Collection,52,4200,344,315,15,1875,Converted
8/5/2026,Google Ads,New Arrivals,230,24000,1104,980,12,1320,Converted
8/5/2026,TikTok Ads,Casual Shoes,325,35500,1597,1210,1,85,Converted
8/5/2026,Facebook Ads,New Arrivals,170,17500,455,388,2,200,Converted
8/5/2026,Instagram Ads,Summer Sale,215,22000,924,800,9,1035,Converted
8/5/2026,Email,Running Shoes,30,2500,205,186,9,1035,Converted
8/6/2026,Google Ads,Running Shoes,240,25000,1250,1120,16,1920,Converted
8/6/2026,TikTok Ads,Premium Collection,450,48500,2280,1710,1,115,Converted
8/6/2026,Facebook Ads,Summer Sale,205,21500,602,510,3,285,Converted
8/6/2026,Instagram Ads,New Arrivals,120,12500,520,455,6,690,Converted
8/6/2026,Email,Casual Shoes,22,1900,158,144,7,770,Converted
8/7/2026,Google Ads,Summer Sale,330,34000,1360,1210,15,1800,Converted
8/7/2026,TikTok Ads,New Arrivals,395,43500,1957,1490,0,0,Not Converted
8/7/2026,Facebook Ads,Running Shoes,190,19500,526,445,2,210,Converted
8/7/2026,Instagram Ads,Premium Collection,235,23000,805,705,7,910,Converted
8/7/2026,Email,Summer Sale,44,3700,305,280,14,1610,Converted
8/8/2026,Google Ads,Premium Collection,300,29500,1327,1180,14,1750,Converted
8/8/2026,TikTok Ads,Summer Sale,420,45000,2250,1690,1,95,Converted
8/8/2026,Facebook Ads,Premium Collection,315,30500,823,705,3,330,Converted
8/8/2026,Instagram Ads,Casual Shoes,130,13500,553,482,8,880,Converted
8/8/2026,Email,New Arrivals,36,3000,248,228,10,1150,Converted
8/9/2026,Google Ads,Casual Shoes,205,21000,1050,935,13,1495,Converted
8/9/2026,TikTok Ads,Running Shoes,375,41500,1909,1420,1,105,Converted
8/9/2026,Facebook Ads,Casual Shoes,140,15000,405,340,1,110,Converted
8/9/2026,Instagram Ads,Running Shoes,185,19000,722,620,9,1080,Converted
8/9/2026,Email,Premium Collection,46,3800,312,286,13,1625,Converted
8/10/2026,Google Ads,New Arrivals,220,23000,1058,940,11,1210,Converted
8/10/2026,TikTok Ads,Casual Shoes,335,36500,1642,1240,0,0,Not Converted
8/10/2026,Facebook Ads,New Arrivals,175,18000,468,400,2,210,Converted
8/10/2026,Instagram Ads,Summer Sale,210,21500,903,785,9,1035,Converted
8/10/2026,Email,Running Shoes,26,2200,180,164,8,920,Converted
8/11/2026,Google Ads,Running Shoes,230,23800,1190,1060,15,1800,Converted
8/11/2026,Facebook Ads,Summer Sale,160,16500,478,400,2,210,Converted
8/11/2026,TikTok Ads,Premium Collection,410,46500,2278,1720,1,90,Converted
8/11/2026,Instagram Ads,New Arrivals,110,11500,460,400,6,660,Converted
8/11/2026,Email,Casual Shoes,27,2250,184,166,8,920,Converted
8/12/2026,Google Ads,Summer Sale,320,33000,1320,1170,14,1680,Converted
8/12/2026,TikTok Ads,New Arrivals,445,49500,2227,1680,1,110,Converted
8/12/2026,Instagram Ads,Premium Collection,220,21500,752,655,7,910,Converted
8/12/2026,Facebook Ads,Running Shoes,185,19000,513,430,2,220,Converted
8/12/2026,Email,Summer Sale,39,3300,270,248,13,1495,Converted
8/13/2026,Google Ads,Premium Collection,280,27500,1237,1095,12,1500,Converted
8/13/2026,TikTok Ads,Summer Sale,470,49000,2695,2020,0,0,Not Converted
8/13/2026,Facebook Ads,Premium Collection,300,29000,783,670,3,345,Converted
8/13/2026,Instagram Ads,Casual Shoes,120,12500,512,445,7,770,Converted
8/13/2026,Email,New Arrivals,31,2600,215,195,9,1035,Converted
8/14/2026,Google Ads,Casual Shoes,190,19500,975,865,11,1265,Converted
8/14/2026,TikTok Ads,Running Shoes,355,39500,1817,1350,1,95,Converted
8/14/2026,Facebook Ads,Casual Shoes,130,14000,378,322,1,105,Converted
8/14/2026,Instagram Ads,Running Shoes,175,18000,684,588,8,960,Converted
8/14/2026,Email,Premium Collection,50,4100,336,308,14,1750,Converted
8/15/2026,Google Ads,New Arrivals,235,24500,1127,1005,13,1430,Converted
8/15/2026,TikTok Ads,Casual Shoes,330,36000,1620,1220,1,100,Converted
8/15/2026,Facebook Ads,New Arrivals,180,18500,481,410,2,210,Converted
8/15/2026,Instagram Ads,Summer Sale,220,22500,945,820,10,1150,Converted
8/15/2026,Email,Running Shoes,31,2500,205,188,9,1035,Converted
8/16/2026,Google Ads,Running Shoes,225,23500,1175,1040,14,1680,Converted
8/16/2026,TikTok Ads,Premium Collection,435,47500,2232,1680,0,0,Not Converted
8/16/2026,Facebook Ads,Summer Sale,195,20500,574,485,2,220,Converted
8/16/2026,Instagram Ads,New Arrivals,122,12800,524,458,7,805,Converted
8/16/2026,Email,Casual Shoes,24,2000,164,148,7,770,Converted
8/17/2026,Google Ads,Summer Sale,330,34000,1360,1210,15,1800,Converted
8/17/2026,TikTok Ads,New Arrivals,410,44500,2002,1510,1,110,Converted
8/17/2026,Facebook Ads,Running Shoes,180,18500,499,422,2,200,Converted
8/17/2026,Instagram Ads,Premium Collection,230,22500,787,690,7,910,Converted
8/17/2026,Email,Summer Sale,42,3600,298,272,14,1610,Converted
8/18/2026,Google Ads,Premium Collection,295,29000,1305,1160,14,1750,Converted
8/18/2026,TikTok Ads,Summer Sale,440,47000,2350,1770,0,0,Not Converted
8/18/2026,Facebook Ads,Premium Collection,325,31500,850,725,3,345,Converted
8/18/2026,Instagram Ads,Casual Shoes,132,13800,565,492,8,880,Converted
8/18/2026,Email,New Arrivals,40,3300,272,250,11,1265,Converted
8/19/2026,Google Ads,Casual Shoes,210,21500,1075,955,13,1495,Converted
8/19/2026,TikTok Ads,Running Shoes,385,42500,1955,1460,1,85,Converted
8/19/2026,Facebook Ads,Casual Shoes,145,15500,418,355,1,110,Converted
8/19/2026,Instagram Ads,Running Shoes,190,19500,741,640,9,1080,Converted
8/19/2026,Email,Premium Collection,48,3900,320,292,14,1750,Converted
8/20/2026,Google Ads,New Arrivals,215,22500,1035,920,11,1210,Converted
8/20/2026,TikTok Ads,Casual Shoes,345,37500,1687,1270,1,105,Converted
8/20/2026,Facebook Ads,New Arrivals,165,17000,442,375,2,190,Converted
8/20/2026,Instagram Ads,Summer Sale,205,21000,882,765,9,1035,Converted
8/20/2026,Email,Running Shoes,28,2300,188,172,8,920,Converted
8/21/2026,Google Ads,Running Shoes,225,23500,1175,1040,15,1800,Converted
8/21/2026,Facebook Ads,Summer Sale,165,17000,493,415,2,210,Converted
8/21/2026,TikTok Ads,Premium Collection,420,47000,2303,1730,0,0,Not Converted
8/21/2026,Instagram Ads,New Arrivals,115,12000,480,420,6,660,Converted
8/21/2026,Email,Casual Shoes,26,2200,180,162,8,920,Converted
8/22/2026,Google Ads,Summer Sale,315,32500,1300,1155,14,1680,Converted
8/22/2026,TikTok Ads,New Arrivals,440,49000,2205,1660,1,90,Converted
8/22/2026,Instagram Ads,Premium Collection,215,21000,735,640,7,910,Converted
8/22/2026,Facebook Ads,Running Shoes,180,18500,499,422,2,220,Converted
8/22/2026,Email,Summer Sale,38,3200,262,240,12,1380,Converted
8/23/2026,Google Ads,Premium Collection,285,28000,1260,1120,13,1625,Converted
8/23/2026,TikTok Ads,Summer Sale,465,48500,2667,2000,1,110,Converted
8/23/2026,Facebook Ads,Premium Collection,310,30000,810,695,3,330,Converted
8/23/2026,Instagram Ads,Casual Shoes,122,12600,516,450,7,770,Converted
8/23/2026,Email,New Arrivals,34,2800,232,210,9,1035,Converted
8/24/2026,Google Ads,Casual Shoes,195,20000,1000,890,11,1265,Converted
8/24/2026,TikTok Ads,Running Shoes,350,38500,1771,1320,0,0,Not Converted
8/24/2026,Facebook Ads,Casual Shoes,128,13800,372,318,1,105,Converted
8/24/2026,Instagram Ads,Running Shoes,172,17800,676,580,8,960,Converted
8/24/2026,Email,Premium Collection,54,4300,352,322,15,1875,Converted
8/25/2026,Google Ads,New Arrivals,240,25000,1150,1025,13,1430,Converted
8/25/2026,TikTok Ads,Casual Shoes,330,36000,1620,1220,1,95,Converted
8/25/2026,Facebook Ads,New Arrivals,175,18000,468,398,2,210,Converted
8/25/2026,Instagram Ads,Summer Sale,220,22500,945,820,10,1150,Converted
8/25/2026,Email,Running Shoes,30,2500,205,186,9,1035,Converted
8/26/2026,Google Ads,Running Shoes,220,23000,1150,1020,14,1680,Converted
8/26/2026,TikTok Ads,Premium Collection,425,46500,2185,1640,0,0,Not Converted
8/26/2026,Facebook Ads,Summer Sale,185,19500,546,460,2,220,Converted
8/26/2026,Instagram Ads,New Arrivals,120,12500,512,448,7,805,Converted
8/26/2026,Email,Casual Shoes,25,2100,172,155,8,880,Converted
8/27/2026,Google Ads,Summer Sale,330,34000,1360,1210,15,1800,Converted
8/27/2026,TikTok Ads,New Arrivals,410,44500,2002,1510,1,100,Converted
8/27/2026,Facebook Ads,Running Shoes,180,18500,499,422,2,200,Converted
8/27/2026,Instagram Ads,Premium Collection,230,22500,787,690,7,910,Converted
8/27/2026,Email,Summer Sale,42,3600,298,272,14,1610,Converted
8/28/2026,Google Ads,Premium Collection,295,29000,1305,1160,14,1750,Converted
8/28/2026,TikTok Ads,Summer Sale,440,47000,2350,1770,0,0,Not Converted
8/28/2026,Facebook Ads,Premium Collection,325,31500,850,725,3,345,Converted
8/28/2026,Instagram Ads,Casual Shoes,130,13500,553,482,8,880,Converted
8/28/2026,Email,New Arrivals,40,3300,272,250,11,1265,Converted
8/29/2026,Google Ads,Casual Shoes,205,21000,1050,935,13,1495,Converted
8/29/2026,TikTok Ads,Running Shoes,380,42000,1932,1440,1,85,Converted
8/29/2026,Facebook Ads,Casual Shoes,145,15500,418,355,1,110,Converted
8/29/2026,Instagram Ads,Running Shoes,190,19500,741,640,9,1080,Converted
8/29/2026,Email,Premium Collection,46,3800,312,286,13,1625,Converted
8/30/2026,Google Ads,New Arrivals,220,23000,1058,940,11,1210,Converted
8/30/2026,TikTok Ads,Casual Shoes,340,37000,1665,1260,0,0,Not Converted
8/30/2026,Facebook Ads,New Arrivals,170,17500,455,388,2,210,Converted
8/30/2026,Instagram Ads,Summer Sale,210,21500,903,785,9,1035,Converted
8/30/2026,Email,Running Shoes,27,2250,184,168,8,920,Converted
8/31/2026,Google Ads,Running Shoes,230,23800,1190,1060,15,1800,Converted
8/31/2026,Facebook Ads,Summer Sale,165,17000,493,415,2,210,Converted
8/31/2026,TikTok Ads,Premium Collection,415,47000,2303,1740,1,110,Converted
8/31/2026,Instagram Ads,New Arrivals,110,11500,460,400,6,660,Converted
8/31/2026,Email,Casual Shoes,28,2300,188,170,8,920,Converted
